Player,Pos,Squad,Min,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgR
Timo Baumgartl,DF,Union Berlin,562,0,1,1,0,0,0,2,0,0.2,0.2,0.1,0.3,4.0,2.0
Julian Baumgartlinger,MF,Augsburg,554,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,1.0,3.0
Christoph Baumgartner,"MF,FW",Hoffenheim,2567,7,3,10,7,0,0,7,0,7.1,7.1,4.3,11.4,76.0,145.0
Cyrille Bayala,MF,Ajaccio,2009,1,1,2,1,0,0,3,1,2.0,2.0,2.0,4.1,46.0,109.0
Brian Bayeye,DF,Torino,64,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,5.0
Noah Joel Sarenren Bazee,"MF,FW",Augsburg,20,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,1.0
Gavin Bazunu,GK,Southampton,2880,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0
Bebé,FW,Rayo Vallecano,60,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5.0,10.0
Ihlas Bebou,"FW,DF",Hoffenheim,1416,7,0,7,6,1,1,2,0,4.6,3.8,1.0,4.8,27.0,116.0
Rodrigo Becão,DF,Udinese,2484,2,1,3,2,0,0,11,1,1.5,1.5,0.6,2.1,19.0,48.0
Mads Bech Sørensen,"DF,MF",Brentford,21,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Julius Beck,MF,Spezia,10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Sheraldo Becker,FW,Union Berlin,2554,11,7,18,11,0,0,4,0,6.5,6.5,5.6,12.1,105.0,240.0
Donny van de Beek,MF,Manchester Utd,167,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2.0,20.0
Asmir Begović,GK,Everton,90,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Yanis Begraoui,"FW,MF",Toulouse,65,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1.0,3.0
Kevin Behrens,FW,Union Berlin,1535,8,1,9,8,0,0,6,0,4.8,4.8,1.3,6.1,11.0,92.0
Alexis Beka Beka,"MF,DF",Nice,545,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.5,13.0,23.0
Jérémie Bela,"DF,MF",Clermont Foot,743,1,1,2,1,0,0,0,0,0.6,0.6,0.2,0.8,22.0,54.0
Reda Belahyane,MF,Nice,182,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3.0,1.0
Haris Belkebla,MF,Brest,2656,2,0,2,1,1,1,3,0,1.3,0.5,0.6,1.1,19.0,37.0
Stefan Bell,DF,Mainz 05,2395,0,1,1,0,0,0,9,0,0.7,0.7,0.6,1.2,9.0,10.0
Armel Bella Kotchap,DF,Southampton,1879,0,2,2,0,0,0,4,0,1.0,1.0,1.0,2.1,9.0,2.0
Raoul Bellanova,DF,Inter,496,0,0,0,0,0,0,0,0,0.6,0.6,0.4,1.0,25.0,37.0
Karim Bellarabi,"FW,MF",Leverkusen,85,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,11.0
Jean-Ricner Bellegarde,"MF,FW",Strasbourg,2419,2,6,8,2,0,0,5,0,2.6,2.6,5.2,7.8,104.0,110.0
Héctor Bellerín,DF,Barcelona,143,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2.0,6.0
Jude Bellingham,MF,Dortmund,2691,8,4,12,7,1,1,8,0,8.2,7.4,4.0,11.4,97.0,139.0
Jeanuël Belocian,DF,Rennes,506,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,8.0,21.0
Andrea Belotti,FW,Roma,1146,0,2,2,0,0,1,0,0,3.5,2.7,1.6,4.3,21.0,94.0
Fran Beltrán,MF,Celta Vigo,2855,0,2,2,0,0,0,4,0,0.9,0.9,1.7,2.6,27.0,33.0
Eliesse Ben Seghir,"FW,MF",Monaco,1052,4,1,5,4,0,0,1,0,1.9,1.9,1.2,3.2,31.0,93.0
Salim Ben Seghir,MF,Marseille,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Wissam Ben Yedder,FW,Monaco,2114,19,6,25,14,5,6,4,0,17.4,12.7,3.8,16.5,48.0,198.0
Iker Benito,"FW,MF",Osasuna,176,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,9.0,15.0
Ismaël Bennacer,MF,Milan,2007,2,2,4,2,0,0,5,0,1.0,1.0,3.3,4.3,30.0,52.0
Saïd Benrahma,"FW,MF",West Ham,2069,6,3,9,2,4,4,0,0,7.0,3.9,4.5,8.4,109.0,237.0
Ramy Bensebaini,DF,M'Gladbach,2481,6,1,7,4,2,2,7,1,5.3,3.7,2.3,6.0,40.0,98.0
Nabil Bentaleb,MF,Angers,2489,4,4,8,2,2,2,7,1,3.2,1.6,2.3,3.9,46.0,28.0
Rodrigo Bentancur,MF,Tottenham,1500,5,2,7,5,0,0,8,0,2.2,2.2,0.8,3.1,26.0,19.0
Daniel Bentley,GK,Wolves,180,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Karim Benzema,FW,Real Madrid,2038,19,3,22,12,7,8,1,0,21.5,14.9,5.8,20.7,72.0,157.0
Domenico Berardi,FW,Sassuolo,1866,12,7,19,5,7,8,7,0,11.4,5.1,6.6,11.7,57.0,213.0
Yuri Berchiche,DF,Athletic Club,2406,1,1,2,1,0,0,9,1,1.3,1.3,1.4,2.7,59.0,95.0
Álex Berenguer,FW,Athletic Club,2297,4,1,5,4,0,0,2,0,4.3,4.3,4.6,9.0,73.0,249.0
Patrick Berg,"MF,FW",Lens,25,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
Mitchell van Bergen,"FW,DF",Reims,905,0,1,1,0,0,0,1,0,2.2,2.2,2.7,4.8,51.0,89.0
Mergim Berisha,FW,Augsburg,1679,9,4,13,6,3,4,9,1,8.1,5.0,2.7,7.6,20.0,99.0
Quentin Bernard,DF,Auxerre,630,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,4.0,14.0
Paul Bernardoni,GK,Angers,2430,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Bernat,"DF,MF",Paris S-G,1648,1,4,5,1,0,0,1,0,0.9,0.9,3.1,3.9,24.0,143.0
Victor Bernth Kristiansen,DF,Leicester City,892,0,1,1,0,0,0,2,0,0.1,0.1,0.8,0.9,17.0,24.0
Jason Berthomier,MF,Clermont Foot,23,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
Marco Bertini,MF,Lazio,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Beto,FW,Udinese,2129,10,1,11,9,1,1,2,0,10.9,10.1,2.6,12.6,25.0,121.0
Owen Bevan,DF,Bournemouth,9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Matteo Bianchetti,DF,Cremonese,2132,1,0,1,1,0,0,5,0,0.8,0.8,0.5,1.2,6.0,4.0
Alessandro Bianco,MF,Fiorentina,153,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4.0,2.0
Giulian Biancone,DF,Nott'ham Forest,17,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0
Ermin Bičakčić,DF,Hoffenheim,265,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,3.0
Pedro Bigas,DF,Elche,2020,0,0,0,0,0,0,4,2,1.8,1.8,0.0,1.8,19.0,3.0
Jaka Bijol,DF,Udinese,2728,3,2,5,3,0,0,10,0,2.2,2.2,1.6,3.9,3.0,7.0
Philip Billing,"MF,FW",Bournemouth,2764,7,1,8,7,0,0,5,0,4.9,4.9,3.2,8.1,37.0,101.0
Jean-Claude Billong,MF,Clermont Foot,23,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Cristiano Biraghi,DF,Fiorentina,2551,2,4,6,2,0,1,1,0,1.8,1.1,5.5,6.6,69.0,113.0
Samuele Birindelli,DF,Monza,1400,0,1,1,0,0,0,8,0,1.1,1.1,2.2,3.3,55.0,121.0
Veljko Birmančević,"FW,MF",Toulouse,444,0,0,0,0,0,0,0,0,1.3,1.3,0.2,1.5,21.0,50.0
Tom Bischof,"MF,FW",Hoffenheim,315,0,0,0,0,0,0,0,0,1.0,1.0,0.7,1.8,8.0,12.0
Yves Bissouma,MF,Tottenham,1010,0,0,0,0,0,0,6,0,0.2,0.2,0.5,0.7,14.0,10.0
Kristijan Bistrović,MF,Lecce,461,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,4.0,8.0
Leonardo Bittencourt,"MF,DF",Werder Bremen,1629,3,2,5,3,0,0,10,0,1.4,1.4,2.7,4.0,51.0,93.0
Marco Bizot,GK,Brest,3330,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0
Lautaro Blanco,"DF,MF",Elche,872,0,2,2,0,0,0,2,0,0.0,0.0,1.5,1.6,41.0,76.0
Rubén Blanco,GK,Marseille,495,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ludovic Blas,"MF,FW",Nantes,2813,7,5,12,5,2,4,6,0,9.3,6.4,5.8,12.1,122.0,248.0
Janis Blaswich,GK,RB Leipzig,2340,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Miha Blažič,DF,Angers,1979,2,0,2,2,0,0,4,0,1.6,1.6,0.1,1.6,0.0,0.0
Joaquín Blázquez,GK,Brest,90,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Alexis Blin,MF,Lecce,2376,1,0,1,1,0,0,8,0,2.8,2.8,1.1,3.9,13.0,32.0
Daley Blind,"DF,MF",Bayern Munich,134,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.0,0.0
Myron Boadu,FW,Monaco,295,3,0,3,3,0,0,0,0,2.6,2.6,0.3,2.9,5.0,21.0
Jérôme Boateng,DF,Lyon,428,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,0.0
Kevin-Prince Boateng,MF,Hertha BSC,467,0,0,0,0,0,0,3,0,0.3,0.3,0.2,0.5,2.0,20.0
Antonin Bobichon,MF,Angers,18,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,2.0,8.0
Jean-Paul Boëtius,MF,Hertha BSC,1050,0,0,0,0,0,0,3,0,0.5,0.5,0.7,1.2,4.0,23.0
Jeremie Boga,"MF,FW",Atalanta,782,2,5,7,2,0,0,0,0,1.9,1.9,2.8,4.7,64.0,78.0
Emil Bohinen,MF,Salernitana,832,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.8,12.0,16.0
Quentin Boisgard,MF,Lorient,184,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.5,7.0,15.0
Willy Boly,DF,Nott'ham Forest,685,0,1,1,0,0,0,2,0,0.0,0.0,0.2,0.2,1.0,0.0
Giacomo Bonaventura,MF,Fiorentina,1911,5,1,6,5,0,0,4,1,4.3,4.3,3.1,7.4,64.0,91.0
Federico Bonazzoli,"FW,MF",Salernitana,1119,2,1,3,2,0,0,1,0,2.4,2.4,1.1,3.5,11.0,67.0
Warren Bondo,MF,Monza,60,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3.0,2.0
Theo Bongonda,"MF,FW",Cádiz,1938,4,3,7,3,1,1,2,0,5.2,4.4,3.0,7.4,74.0,105.0
Kevin Bonifazi,DF,Bologna,902,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,4.0,0.0
Leonardo Bonucci,DF,Juventus,879,1,0,1,1,0,1,2,0,1.1,0.3,0.2,0.5,2.0,1.0
Neto Borges,DF,Clermont Foot,2833,3,1,4,3,0,0,4,2,3.1,3.1,2.7,5.8,69.0,189.0
Yvandro Borges Sanches,"FW,MF",M'Gladbach,28,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1.0,5.0
Sebastiaan Bornauw,DF,Wolfsburg,1928,1,0,1,1,0,0,8,0,0.4,0.4,0.1,0.5,6.0,6.0
Rafael Borré,"MF,FW",Eint Frankfurt,1078,2,2,4,1,1,1,5,0,4.1,3.3,1.9,5.1,26.0,102.0
Erik Botheim,"MF,FW",Salernitana,866,1,3,4,1,0,0,2,0,0.6,0.6,1.8,2.3,11.0,61.0
Sven Botman,DF,Newcastle Utd,3127,0,0,0,0,0,0,2,0,2.5,2.5,1.0,3.5,8.0,5.0
Kenji-Van Boto,DF,Auxerre,180,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4.0,10.0
Kouamé Botué,"FW,MF",Ajaccio,229,0,0,0,0,0,0,0,0,1.2,1.2,0.1,1.3,4.0,16.0
Badredine Bouanani,"FW,MF",Nice,863,0,4,4,0,0,0,0,0,1.7,1.7,3.5,5.2,47.0,98.0
Hicham Boudaoui,MF,Nice,1875,1,2,3,1,0,0,5,0,0.9,0.9,1.9,2.8,39.0,55.0
Franci Bouebari,DF,Strasbourg,76,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
Sofiane Boufal,"FW,MF",Angers,834,4,3,7,2,2,2,3,1,3.6,2.1,2.9,5.0,49.0,94.0
Yassine Bounou,GK,Sevilla,2151,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0
Ismaëlben Boura,"DF,FW",Lens,93,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6.0,11.0
Mehdi Bourabia,MF,Spezia,2771,1,3,4,1,0,0,3,0,2.1,2.1,4.4,6.5,37.0,58.0
Benjamin Bourigeaud,"MF,FW",Rennes,3065,7,10,17,5,2,2,6,1,8.7,7.1,11.6,18.7,40.0,250.0
Edoardo Bove,MF,Roma,992,1,0,1,1,0,0,2,0,0.8,0.5,0.9,1.4,9.0,26.0
Jarrod Bowen,"FW,MF",West Ham,3233,6,5,11,5,1,2,2,0,8.9,7.8,7.4,15.2,101.0,213.0
Lucas Boyé,FW,Elche,2462,7,2,9,7,0,1,7,1,8.3,7.5,2.9,10.5,58.0,160.0
Jayden Braaf,"MF,FW",Hellas Verona,288,0,0,0,0,0,0,1,0,0.8,0.8,0.1,0.9,10.0,29.0
Domagoj Bradarić,DF,Salernitana,2250,0,3,3,0,0,0,5,0,0.2,0.2,2.3,2.5,63.0,107.0
Bilal Brahimi,"FW,MF",Nice,800,3,2,5,3,0,0,0,0,1.0,1.0,1.7,2.8,41.0,100.0
Martin Braithwaite,"FW,MF",Espanyol,2456,10,2,12,10,0,0,5,1,9.2,9.2,1.4,10.6,32.0,126.0
Juan Brandáriz,DF,Almería,1489,1,0,1,1,0,0,5,0,0.4,0.4,0.1,0.5,13.0,10.0
Julian Brandt,"MF,FW",Dortmund,2397,9,8,17,9,0,0,2,0,5.2,5.2,9.2,14.3,67.0,218.0
Darko Brašanac,MF,Osasuna,1041,1,1,2,1,0,0,5,0,1.2,1.2,0.6,1.8,18.0,36.0
Lilian Brassier,DF,Brest,3093,0,0,0,0,0,0,5,0,1.1,1.1,0.9,2.0,20.0,29.0
Claudio Bravo,GK,Betis,1080,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0
Fabian Bredlow,GK,Stuttgart,1350,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0
James Bree,DF,Southampton,367,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.3,4.0,12.0
Gleison Bremer,DF,Juventus,2634,4,1,5,4,0,0,6,0,4.9,4.9,1.7,6.6,8.0,4.0
Armando Broja,FW,Chelsea,294,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.9,8.0,17.0
Dylan Bronn,DF,Salernitana,1683,0,0,0,0,0,0,5,1,0.7,0.7,0.4,1.0,10.0,5.0
David Brooks,"FW,MF",Bournemouth,173,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,5.0,10.0
John Brooks,DF,Hoffenheim,1350,0,0,0,0,0,0,4,0,0.4,0.4,0.0,0.4,2.0,1.0
Moritz Broschinski,"FW,MF",Bochum,213,2,0,2,2,0,0,1,0,1.3,1.3,0.0,1.3,7.0,17.0
Marcelo Brozović,MF,Inter,1770,3,5,8,3,0,0,8,0,2.5,2.5,2.8,5.3,29.0,35.0
Cédric Brunner,DF,Schalke 04,2315,0,0,0,0,0,0,5,0,0.3,0.3,1.5,1.9,32.0,27.0
Lewis Brunt,DF,Leicester City,23,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
Jacob Bruun Larsen,FW,Hoffenheim,328,1,0,1,1,0,0,0,0,1.3,1.3,0.4,1.7,10.0,24.0
Andreas Bruus,"DF,FW",Troyes,1628,0,2,2,0,0,0,2,0,0.7,0.7,1.7,2.4,47.0,117.0
Joe Bryan,"MF,DF",Nice,177,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.1,2.0,16.0
Lee Buchanan,"DF,FW",Werder Bremen,472,1,0,1,1,0,0,2,0,0.3,0.3,0.8,1.1,10.0,20.0
Ante Budimir,FW,Osasuna,1798,8,0,8,8,0,0,5,0,7.6,7.6,0.7,8.3,23.0,98.0
Emi Buendía,"MF,FW",Aston Villa,2412,5,2,7,5,0,0,0,0,6.3,6.3,5.7,12.0,60.0,137.0
Hugo Bueno,DF,Wolves,1310,0,1,1,0,0,0,1,0,0.2,0.2,1.3,1.5,52.0,64.0
Santiago Bueno,DF,Girona,3010,0,1,1,0,0,0,7,1,1.3,1.3,1.0,2.3,30.0,4.0
Adam Buksa,"FW,MF",Lens,101,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,9.0
Marius Bülter,"FW,MF",Schalke 04,2598,11,1,12,7,4,4,5,0,9.0,6.1,4.6,10.7,78.0,199.0
Cristian Buonaiuto,"MF,FW",Cremonese,980,1,0,1,0,1,1,3,0,3.3,2.5,1.8,4.2,35.0,89.0
Facundo Buonanotte,"FW,MF",Brighton,565,1,1,2,1,0,0,2,0,1.4,1.4,0.5,1.9,9.0,42.0
Alessandro Buongiorno,DF,Torino,2721,1,2,3,1,0,0,8,0,2.2,2.2,1.3,3.6,13.0,19.0
Delano Burgzorg,"FW,MF",Mainz 05,244,0,1,1,0,0,0,2,0,0.2,0.2,0.1,0.2,4.0,24.0
Jonathan Burkardt,"MF,FW",Mainz 05,533,1,2,3,1,0,1,2,0,3.0,2.2,1.1,3.3,9.0,46.0
Oliver Burke,"FW,MF",Werder Bremen,268,2,0,2,2,0,0,0,0,1.0,1.0,0.3,1.3,11.0,36.0
Dan Burn,DF,Newcastle Utd,3111,1,0,1,1,0,0,5,0,2.1,2.1,1.3,3.4,29.0,46.0
Maxime Busi,DF,Reims,1043,0,1,1,0,0,0,4,0,0.1,0.1,0.7,0.8,25.0,44.0
Sergio Busquets,MF,Barcelona,2339,0,4,4,0,0,0,8,1,0.4,0.4,2.8,3.3,26.0,32.0
Aurélio Buta,DF,Eint Frankfurt,1318,3,2,5,3,0,0,3,0,0.6,0.6,3.3,3.9,45.0,118.0
Leonardo Buta,DF,Udinese,16,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
Marcin Bułka,GK,Nice,180,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Jamie Bynoe-Gittens,"FW,MF",Dortmund,533,3,1,4,3,0,0,1,0,2.4,2.4,0.7,3.1,24.0,38.0
Rémy Cabella,"MF,FW",Lille,2525,7,10,17,7,0,0,3,0,8.3,8.3,10.7,19.0,113.0,242.0
Jimmy Cabot,"DF,MF",Lens,511,0,1,1,0,0,0,2,0,0.3,0.3,2.1,2.4,26.0,65.0
Arthur Cabral,FW,Fiorentina,1432,8,1,9,6,2,2,4,0,7.9,6.3,0.8,7.0,11.0,86.0
Leandro Cabrera,DF,Espanyol,2669,0,1,1,0,0,0,10,2,2.3,2.3,1.5,3.7,13.0,8.0
Liberato Cacace,DF,Empoli,587,0,0,0,0,0,0,1,0,0.6,0.6,0.6,1.2,21.0,31.0
Anthony Caci,DF,Mainz 05,2033,2,1,3,2,0,0,4,0,0.6,0.6,2.6,3.2,20.0,41.0
Cafú,MF,Nott'ham Forest,7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Moisés Caicedo,MF,Brighton,3139,1,1,2,1,0,0,10,0,1.7,1.7,2.7,4.3,38.0,61.0
Tom Cairney,MF,Fulham,988,2,0,2,2,0,0,2,0,1.5,1.5,1.4,2.9,34.0,57.0
Jens Cajuste,MF,Reims,1530,3,1,4,3,0,0,8,1,1.5,1.5,1.2,2.8,46.0,40.0
Cala,DF,Cádiz,137,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Davide Calabria,DF,Milan,1690,1,4,5,1,0,0,6,0,1.2,1.2,1.7,2.9,26.0,80.0
Mattia Caldara,DF,Spezia,1253,0,0,0,0,0,0,6,0,0.8,0.8,0.0,0.8,5.0,4.0
Luca Caldirola,DF,Monza,2353,2,0,2,2,0,0,6,0,1.1,1.1,0.5,1.6,12.0,13.0
Fernando Calero,"DF,MF",Espanyol,1611,0,1,1,0,0,0,6,0,0.7,0.7,0.6,1.3,9.0,4.0
Hakan Çalhanoğlu,MF,Inter,2363,3,6,9,2,1,1,3,0,3.1,2.3,5.0,7.3,46.0,68.0
Kerim Calhanoglu,DF,Schalke 04,63,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,3.0,3.0
Daniel Caligiuri,"DF,MF",Augsburg,290,1,0,1,1,0,0,1,0,0.4,0.4,0.4,0.8,7.0,8.0
Alexander Callens,DF,Girona,120,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5.0,1.0
Dominic Calvert-Lewin,FW,Everton,1165,2,1,3,1,1,1,3,0,5.8,5.0,0.8,5.9,18.0,56.0
Mahdi Camara,MF,Brest,1820,2,0,2,2,0,0,4,1,2.5,2.5,0.4,3.0,32.0,44.0
Eduardo Camavinga,"MF,DF",Real Madrid,2010,0,1,1,0,0,0,6,0,0.8,0.8,1.5,2.3,69.0,99.0
Nicolò Cambiaghi,"FW,MF",Empoli,1285,6,1,7,6,0,0,5,1,3.4,3.4,1.1,4.5,73.0,99.0
Andrea Cambiaso,DF,Bologna,2170,0,3,3,0,0,0,2,0,0.9,0.9,2.4,3.3,64.0,105.0
Axel Camblan,"FW,MF",Brest,68,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,2.0,9.0
Sergio Camello,FW,Rayo Vallecano,2401,6,5,11,6,0,0,1,0,7.3,7.3,2.4,9.6,40.0,122.0
Chem Campbell,"FW,MF",Wolves,74,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2.0,10.0
Emre Can,MF,Dortmund,1900,2,1,3,1,1,1,8,0,1.6,0.8,1.3,2.1,34.0,12.0
Sergio Canales,"FW,MF",Betis,2402,4,3,7,3,1,1,4,2,4.3,3.5,5.6,9.1,82.0,150.0
Matteo Cancellieri,FW,Lazio,256,0,0,0,0,0,0,4,0,0.4,0.4,0.4,0.8,15.0,33.0
Antonio Candreva,"MF,DF",Salernitana,2726,7,4,11,7,0,0,3,1,3.7,3.7,4.7,8.3,71.0,171.0
Thomas Cannon,FW,Everton,25,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,1.0,2.0
Sergi Canós,"FW,DF",Brentford,77,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4.0,7.0
Ander Capa,DF,Athletic Club,109,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5.0,7.0
Pierrick Capelle,"MF,DF",Angers,1428,0,3,3,0,0,0,8,0,1.5,1.5,1.2,2.7,16.0,40.0
Étienne Capoue,MF,Villarreal,1955,3,0,3,3,0,0,4,0,2.6,2.6,1.2,3.8,45.0,72.0
Gianluca Caprari,"MF,FW",Monza,2441,5,2,7,4,1,1,7,0,5.0,4.2,2.5,6.7,100.0,188.0
Maxence Caqueret,MF,Lyon,2767,4,7,11,4,0,0,2,0,2.6,2.6,5.1,7.7,46.0,114.0
Andrea Carboni,DF,Monza,167,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4.0,2.0
Franco Carboni,"DF,FW",Monza,66,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,7.0,8.0
Valentin Carboni,"MF,DF",Inter,25,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0
Isaac Carcelen,DF,Cádiz,2199,0,1,1,0,0,0,4,3,0.2,0.2,1.3,1.6,33.0,62.0
Igor Carioca,DF,Lorient,456,0,0,0,0,0,0,2,1,0.2,0.2,0.5,0.7,8.0,23.0
Diego Carlos,DF,Aston Villa,205,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1.0,0.0
Juan Carlos,GK,Girona,900,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Carnesecchi,GK,Cremonese,2430,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,0.0,0.0
Yannick Carrasco,"DF,MF",Atlético Madrid,2317,7,3,10,6,1,1,2,0,8.0,7.2,4.1,11.2,146.0,264.0
Dani Carvajal,DF,Real Madrid,1784,0,2,2,0,0,0,8,1,0.8,0.8,2.0,2.8,22.0,147.0
Fabio Carvalho,"MF,FW",Liverpool,347,2,0,2,2,0,0,0,0,1.1,1.1,0.1,1.2,9.0,26.0
Matis Carvalho,GK,Montpellier,136,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
William Carvalho,MF,Betis,2438,3,1,4,3,0,0,6,1,3.1,3.1,1.6,4.7,46.0,52.0
Nicolò Casale,DF,Lazio,2437,1,1,2,1,0,0,6,0,0.6,0.6,0.3,0.9,11.0,3.0
Matty Cash,DF,Aston Villa,1820,0,1,1,0,0,0,4,0,0.2,0.2,0.7,0.9,42.0,57.0
Tommaso Cassandro,DF,Lecce,13,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Timothy Castagne,DF,Leicester City,3254,2,3,5,2,0,0,3,0,2.2,2.2,2.6,4.8,39.0,149.0
Michele Castagnetti,MF,Cremonese,1412,0,1,1,0,0,0,2,0,0.6,0.6,1.8,2.5,14.0,10.0
Koen Casteels,GK,Wolfsburg,3060,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.7,0.0,0.0
Valentín Castellanos,FW,Girona,2597,13,0,13,12,1,1,11,0,11.2,10.4,1.7,12.1,30.0,128.0
Jean-Charles Castelletto,DF,Nantes,2568,0,0,0,0,0,0,3,0,0.7,0.7,0.4,1.2,19.0,20.0
Samu Castillejo,"FW,MF",Valencia,1362,4,0,4,4,0,0,7,0,2.9,2.9,3.0,5.9,54.0,115.0
Jonny Castro,DF,Wolves,1261,1,0,1,1,0,0,3,1,0.3,0.3,1.0,1.3,24.0,46.0
Gaetano Castrovilli,MF,Fiorentina,718,2,1,3,2,0,0,3,0,1.2,1.2,1.1,2.3,12.0,16.0
Danilo Cataldi,MF,Lazio,1921,0,1,1,0,0,0,5,0,0.2,0.2,1.1,1.4,8.0,14.0
Catena,DF,Rayo Vallecano,3103,1,1,2,1,0,0,14,1,1.4,1.4,1.4,2.8,8.0,2.0
Yoann Cathline,"FW,MF",Lorient,1090,1,1,2,1,0,0,0,0,1.5,1.5,0.7,2.2,46.0,106.0
Maximiliano Caufriez,DF,Clermont Foot,2222,1,0,1,1,0,0,10,1,0.9,0.9,0.0,0.9,33.0,13.0
Edinson Cavani,FW,Valencia,1449,5,2,7,3,2,3,6,0,6.0,3.6,1.7,5.3,8.0,53.0
