Player,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Carries,CPA,Rec,PrgR
Marco Pašalić,9,0,2,3,5,0,1,1,7,0,8,2
Mario Pašalić,899,21,135,491,279,57,25,8,545,3,659,83
Pascu,12,0,0,7,5,2,2,0,8,0,8,2
Felix Passlack,47,2,13,25,10,1,1,1,24,0,27,3
Javier Pastore,10,0,0,3,7,2,0,0,9,0,9,2
Patric,1181,214,709,469,8,0,3,2,648,0,813,3
Rui Patrício,932,839,930,2,0,0,0,0,497,0,381,0
Nathan Patterson,836,71,310,295,238,19,24,11,349,3,431,51
Paulinho,38,2,4,18,17,3,4,2,22,3,26,8
Gabriel Paulista,959,162,475,446,42,20,0,0,454,0,516,1
Benjamin Pavard,2699,166,1017,1351,337,47,6,0,1660,2,1947,65
Jiří Pavlenka,1280,1137,1275,5,0,0,1,0,663,2,521,0
Dimitri Payet,605,6,53,239,321,39,32,18,474,7,459,84
Ben Pearson,162,8,56,90,17,0,1,0,72,0,100,4
Kristian Pedersen,215,22,94,91,31,2,7,2,86,0,100,3
Mads Pedersen,931,68,325,364,261,13,39,17,366,5,366,51
Alfonso Pedraza,1049,44,287,353,423,47,59,21,555,14,607,145
Pedri,1652,13,161,954,556,58,61,36,1202,14,1334,99
Pedro,1171,11,145,588,450,79,68,32,749,20,933,144
Adrià Pedrosa,115,7,30,38,49,5,9,1,76,3,66,21
Jordan Pefok,490,24,55,195,244,71,16,9,215,1,337,53
Gianluca Pegolo,81,71,81,0,0,0,0,0,46,0,43,0
Dženan Pejčinović,1,0,0,0,1,1,0,0,0,0,1,0
Peter Pekarík,137,10,58,66,15,0,0,0,62,0,68,1
Pietro Pellegri,159,3,9,58,92,20,16,3,101,3,125,50
Lorenzo Pellegrini,1461,32,186,743,548,52,76,32,788,5,913,113
Luca Pellegrini,198,3,40,88,71,1,8,3,122,0,130,11
Luca Pellegrini,514,11,127,224,170,10,26,11,240,2,267,28
Théo Pellenard,36,9,23,11,2,1,0,0,13,0,15,0
Facundo Pellistri,24,0,9,7,8,1,3,2,12,0,14,2
Timothee Pembele,113,4,30,43,41,7,5,4,72,2,68,20
Iñaki Peña,27,21,27,0,0,0,0,0,19,0,14,0
Rubén Peña,814,48,212,360,255,21,32,19,407,6,410,59
Patrick Pentz,221,191,221,0,0,0,0,0,144,1,91,0
Nicolas Pépé,918,3,88,392,455,90,76,34,752,26,724,151
Ricardo Pepi,40,1,6,21,14,2,5,3,19,1,22,4
Pepín,786,23,161,469,164,10,20,7,477,4,581,28
Alberto Perea,20,0,7,6,7,0,6,2,5,0,13,2
Juan Perea,145,3,14,65,66,12,16,4,89,2,95,29
Andreas Pereira,1312,14,106,608,613,65,51,17,722,9,853,133
Brayann Pereira,112,10,40,39,34,1,13,6,73,1,66,8
Danilo Pereira,2277,193,695,1442,162,29,15,10,1888,2,1748,11
Mathias Pereira Lage,539,16,81,263,203,41,26,9,386,7,360,98
Ricardo Pereira,383,23,116,183,90,4,7,5,174,2,217,14
Roberto Pereyra,1602,53,323,722,583,102,101,39,984,16,1102,186
Ayoze Pérez,244,3,38,104,108,17,21,6,132,6,155,43
Ayoze Pérez,613,7,83,254,289,75,77,42,390,19,431,102
Carles Pérez,1003,14,103,366,557,71,110,44,675,41,721,185
Francisco Perez,100,1,15,36,50,3,9,5,76,3,75,15
Kike Pérez,1546,52,337,836,413,45,69,30,911,8,1028,82
Lucas Pérez,286,3,25,121,140,16,10,4,151,3,184,24
Luis Pérez,724,38,206,330,196,4,20,8,375,1,397,84
Nehuén Pérez,2136,248,1051,947,153,21,11,5,1217,1,1379,26
Simone Perilli,38,35,38,0,0,0,0,0,20,0,9,0
Mattia Perin,362,329,359,3,0,0,0,0,230,0,185,0
Samuele Perisan,242,218,242,0,0,0,0,0,103,0,88,0
Ivan Perišić,1370,73,357,443,583,94,40,18,611,35,733,181
Romain Perraud,1153,54,360,406,395,39,38,10,609,5,626,122
Gaëtan Perrin,628,16,100,286,259,37,93,59,492,15,435,81
Lucas Perrin,1006,90,423,501,89,18,12,6,702,1,607,14
Máximo Perrone,22,0,4,12,6,2,0,0,8,0,19,1
Matteo Pessina,2378,87,587,1333,484,51,58,34,1434,6,1704,88
Andrea Petagna,641,21,47,343,256,88,37,20,373,11,497,132
Nils Petersen,138,8,18,55,65,15,5,0,54,1,88,12
Lukas Petkov,62,3,16,28,18,7,4,1,20,0,26,2
Cameron Peupion,6,0,0,3,3,1,0,0,3,0,5,2
Germán Pezzella,1606,186,883,691,44,19,7,4,874,1,1012,3
Giuseppe Pezzella,649,41,217,253,185,11,19,7,320,3,334,48
Luca Pfeiffer,255,5,16,156,85,29,6,2,136,0,195,38
Maximilian Philipp,51,0,3,19,29,4,2,0,31,2,34,6
Maximilian Philipp,196,6,33,102,66,15,10,5,109,2,132,24
Kalvin Phillips,354,16,64,243,49,6,2,1,228,0,284,2
Nathaniel Phillips,89,3,26,63,2,1,0,0,69,0,60,0
Krzysztof Piątek,848,45,83,433,341,84,24,10,440,11,615,121
Roberto Piccoli,55,3,8,16,31,11,3,1,36,1,41,8
Roberto Piccoli,170,9,27,78,73,18,19,8,96,1,118,25
Charles Pickel,1261,50,270,715,288,44,18,4,584,1,691,61
Jordan Pickford,1413,1030,1359,57,0,0,0,0,732,0,548,0
Amos Pieper,1448,125,627,742,83,22,3,1,751,0,893,4
Ronaël Pierre-Gabriel,154,14,61,46,50,6,9,4,69,2,68,16
Ronaël Pierre-Gabriel,464,34,132,220,114,9,16,11,289,1,252,35
Andrea Pinamonti,738,11,26,351,367,120,30,10,383,11,567,166
Ethan Pinnock,1554,327,927,497,134,55,6,2,650,0,745,16
Yeremi Pino,1173,37,172,392,627,149,94,48,736,38,850,256
Gerard Piqué,424,38,126,290,9,5,1,1,284,0,320,1
Lorenzo Pirola,1235,169,719,472,51,19,8,5,641,0,771,4
Niccolò Pisilli,0,0,0,0,0,0,0,0,0,0,0,0
Marko Pjaca,321,3,34,154,136,17,38,23,202,9,245,33
Óscar Plano,890,29,151,423,325,46,33,13,496,4,570,95
Gonzalo Plata,1203,13,183,462,578,102,172,66,703,45,763,213
Marvin Plattenhardt,1445,94,450,649,356,7,18,3,557,5,621,52
Alassane Pléa,947,18,94,462,400,57,31,16,568,13,727,156
Tommaso Pobega,497,15,107,283,112,17,5,2,211,0,308,22
Daniel Podence,889,11,120,328,456,70,61,24,528,20,622,148
Paul Pogba,83,4,11,38,35,10,8,6,52,4,70,15
Joel Pohjanpalo,1,0,0,1,0,0,0,0,1,0,1,0
Matteo Politano,798,10,103,267,439,57,55,23,523,27,587,138
Sebastian Polter,230,8,21,104,108,43,4,2,107,2,168,32
Ezequiel Ponce,421,18,42,232,151,47,16,5,259,5,324,51
Julien Ponceau,1014,32,168,534,328,43,30,10,781,7,707,103
Marin Pongračić,435,48,232,201,11,4,2,2,223,0,210,1
Nick Pope,974,821,967,7,0,0,0,0,502,0,344,0
Łukasz Poręba,170,4,20,93,57,1,2,1,126,0,120,18
Jackson Porozo,851,118,463,348,47,22,11,7,545,1,484,4
Pedro Porro,817,45,246,293,285,25,41,14,423,4,480,95
Francisco Portillo,519,11,95,268,162,13,17,9,327,0,373,37
Portu,914,17,179,378,366,35,43,13,471,4,532,130
Stefan Posch,2145,127,851,955,363,36,35,13,1118,3,1286,65
Stefan Posch,12,2,7,5,0,0,0,0,6,0,7,0
Yussuf Poulsen,198,6,17,102,80,28,9,6,125,3,165,40
José Pozo,66,1,6,30,33,3,6,2,48,1,51,7
Manuel Pozo,14,0,2,8,4,0,3,1,10,0,7,1
Alejandro Pozo Pozo,1323,55,441,576,319,30,24,12,625,10,721,90
Dennis Praet,342,11,67,163,118,14,14,6,177,1,217,42
Abdón Prats,141,4,10,78,54,16,9,3,72,3,100,15
Sanjin Prcić,1218,54,292,708,235,7,20,14,893,1,791,14
Isaac Price,17,1,5,10,2,0,1,1,10,0,13,0
Grischa Prömel,652,35,159,327,170,39,14,5,329,6,402,46
Ivan Provedel,1405,1206,1397,9,0,0,1,1,845,0,748,0
Javi Puado,847,23,135,320,417,91,56,23,528,21,577,117
Mehdi Puch Herrantz,37,0,7,17,13,2,1,1,30,2,24,1
Tymoteusz Puchacz,44,1,5,19,20,0,2,0,21,0,24,9
Arnau Puigmal,393,7,76,161,160,27,30,10,228,9,243,57
Christian Pulisic,429,4,53,168,216,43,44,13,299,14,328,76
Ignacio Pussetto,81,2,11,23,47,5,3,1,34,0,51,17
Niklas Pyyhtiä,71,4,20,37,15,4,0,0,40,0,46,5
Fabio Quagliarella,340,10,34,142,166,46,9,4,210,3,257,72
Giacomo Quagliata,421,15,107,154,171,13,25,10,193,2,207,45
Eduardo Quaresma,81,4,25,53,4,1,2,1,56,0,51,0
Joshua Quarshie,3,0,0,0,3,1,0,0,2,0,2,0
Ghjuvanni Quilichini,37,31,37,0,0,0,0,0,20,0,12,0
Domingos Quina,191,6,39,104,53,4,10,5,139,3,124,7
Rubén Quintanilla,3,0,1,2,0,0,0,0,1,0,2,0
Adrien Rabiot,1555,68,321,801,458,83,55,27,889,5,1010,109
Nemanja Radonjić,714,2,47,236,444,90,120,50,520,52,568,163
Ivan Radovanović,323,30,130,182,14,2,1,0,175,0,203,2
Ionuț Radu,366,305,366,0,0,0,0,0,205,0,170,0
Ionuț Radu,630,538,626,4,0,0,1,1,431,0,253,0
Ștefan Radu,7,0,1,6,0,0,0,0,3,0,5,0
Antonio Raillo,1413,247,798,579,53,34,3,2,706,0,713,5
Antonio Raimondo,6,0,1,2,3,1,0,0,4,0,5,3
Predrag Rajković,1284,1022,1266,18,0,0,6,5,656,0,458,0
Ivan Rakitić,1435,28,212,780,451,33,11,4,852,2,1002,84
Diant Ramaj,28,27,28,0,0,0,0,0,18,0,8,0
Largie Ramazani,486,11,77,180,241,51,68,32,315,24,332,94
Simon Ramet,0,0,0,0,0,0,0,0,0,0,0,0
Adil Rami,909,182,521,367,31,9,10,4,634,0,551,2
Chris Ramos,276,21,41,95,141,56,22,8,110,4,175,35
Sergio Ramos,2774,310,1061,1566,159,30,14,5,2313,3,2186,10
Aaron Ramsdale,1196,872,1170,28,0,0,1,1,722,0,629,0
Aaron Ramsey,1279,43,208,723,361,50,24,14,980,8,902,84
Jacob Ramsey,1245,57,238,609,422,85,77,31,752,21,819,119
Luca Ranieri,381,33,192,179,15,3,2,1,208,0,258,0
Andrea Ranocchia,35,13,28,7,0,0,0,0,11,0,13,0
Filippo Ranocchia,328,14,70,174,90,4,15,8,213,0,236,15
Lilian Raolisoa,151,8,34,51,67,4,5,3,108,1,93,16
Raphinha,1596,17,84,547,979,131,106,45,999,53,1148,339
Nicolai Rapp,68,2,24,36,8,3,1,0,33,1,39,0
Elba Rashani,994,28,169,436,406,93,56,22,712,22,664,172
Marcus Rashford,1212,22,102,429,704,183,138,54,765,55,928,245
Giacomo Raspadori,577,4,50,238,290,55,21,8,348,5,445,88
Giacomo Raspadori,15,0,0,7,8,2,0,0,10,0,12,4
Rafael Ratão,1084,17,160,478,464,72,85,38,856,16,783,216
David Raum,1367,41,365,547,471,34,34,8,721,10,817,127
Nicola Ravaglia,363,322,360,3,0,0,0,0,174,0,123,0
Rayan Raveloson,1420,130,483,687,267,39,27,8,925,6,788,61
David Raya,1722,1257,1616,108,1,1,1,1,1030,0,808,0
Tim Ream,2193,312,1124,1021,61,14,16,11,1363,0,1450,2
Ante Rebić,437,5,22,136,283,56,31,15,254,5,341,92
Arkadiusz Reca,1483,90,469,605,424,32,61,19,736,8,821,94
Nathan Redmond,1,0,0,0,1,0,0,0,1,0,1,1
Harrison Reed,1585,57,292,842,463,50,28,10,765,4,972,107
Sergio Reguilón,178,7,44,72,66,10,6,3,101,5,115,30
Bobby Reid,1191,55,228,488,490,77,53,18,649,11,759,186
Pepe Reina,900,744,892,8,0,0,1,1,541,0,455,0
Jeff Reine-Adélaïde,159,2,33,96,36,1,17,10,126,0,121,8
Jeff Reine-Adélaïde,377,2,31,210,144,11,22,12,316,3,300,25
Reinier,329,6,46,157,128,20,17,9,210,1,258,27
Rocco Reitz,2,0,0,2,0,0,0,0,2,0,2,0
Karim Rekik,799,56,323,429,52,11,6,3,524,1,569,7
Álex Remiro,1390,1173,1383,7,0,0,0,0,805,0,650,0
Panagiotis Retsos,76,8,31,38,7,1,1,1,35,0,33,0
Marco Reus,731,15,106,329,308,61,25,9,426,11,510,78
Alejandro Revuelta Montero,1,0,1,0,0,0,0,0,0,0,0,0
Elvis Rexhbeçaj,1177,83,370,630,194,8,19,6,525,0,584,20
Gio Reyna,420,6,36,168,220,46,23,8,274,7,324,57
Chadi Riad,1,0,1,0,0,0,0,0,1,0,1,0
Nico Ribaudo,625,3,42,307,288,39,53,20,389,10,434,92
Alexsandro Ribeiro,1449,150,643,770,44,23,20,14,1090,0,1009,7
Franck Ribéry,28,0,3,16,10,0,3,0,15,0,24,4
Samuele Ricci,1376,50,233,900,258,15,26,8,868,5,974,31
Declan Rice,2475,123,670,1420,433,24,65,37,1455,6,1642,37
Chris Richards,274,47,131,119,24,7,0,0,120,0,149,3
Richarlison,441,11,78,172,200,62,34,12,260,13,306,75
Marco Richter,1074,31,202,482,412,44,88,36,541,8,553,102
Diego Rico,1186,68,385,514,296,8,27,13,535,1,627,72
Jaïro Riedewald,54,6,19,23,14,1,0,0,23,0,28,1
Manuel Riemann,1879,1193,1736,148,1,1,0,0,1072,0,887,0
Tomás Rincón,1497,47,331,928,259,20,47,27,874,6,988,35
Rémy Riou,241,204,240,1,0,0,0,0,163,0,115,0
Renaud Ripart,689,13,85,336,278,55,42,11,471,8,481,104
Rodrigo Riquelme,1021,14,136,379,528,89,143,57,717,42,764,171
Matt Ritchie,35,1,8,12,16,1,1,1,23,0,27,9
Sergi Roberto,1051,30,179,565,312,31,13,5,658,6,781,72
Lucas Robertone,1711,67,345,918,479,38,68,27,928,7,1081,97
Andrew Robertson,2483,79,691,1084,727,59,42,17,1385,10,1637,194
Antonee Robinson,2260,125,778,937,580,29,74,39,1173,10,1263,153
Joel Robles,136,101,129,8,0,0,0,0,57,0,44,0
Joel Roca,69,2,12,24,34,5,14,5,46,2,47,14
Marc Roca,1571,47,333,914,333,26,30,17,822,6,948,28
Enzo Roco,891,113,486,376,37,15,5,3,474,0,494,2
Marek Rodák,65,58,65,0,0,0,0,0,36,0,21,0
Sebastian Rode,997,29,164,661,178,21,14,7,529,3,688,39
Joe Rodon,1175,96,487,667,25,13,3,3,920,0,863,0
Rodri,3272,119,706,1993,592,62,37,25,2004,3,2511,37
Rodri,1016,6,120,473,438,53,71,29,739,19,826,104
Rodrigo,804,26,94,372,341,110,29,12,451,24,547,143
Ángel Rodríguez,128,4,15,61,52,21,6,2,91,4,99,19
Óscar Rodríguez Arnaiz,1247,23,198,681,379,24,26,11,724,6,873,37
Dani Rodríguez,950,27,186,481,299,42,55,28,559,8,604,64
Guido Rodríguez,2064,118,607,1248,229,18,35,22,1033,3,1301,18
Miguel Rodríguez,132,2,25,46,64,13,13,3,89,4,89,22
Pablo Rodríguez,32,0,4,18,11,0,1,0,21,0,22,7
Ricardo Rodríguez,1993,119,692,998,314,12,13,7,1136,5,1328,51
Rodrygo,1400,3,56,537,823,204,169,81,1035,79,1198,268
Mads Roerslev,426,50,178,140,109,13,7,3,186,2,210,36
Agustín Rogel,726,110,434,275,20,11,0,0,305,0,349,2
Rogério,2308,94,780,1033,523,31,41,23,1272,13,1419,115
Merlin Röhl,30,0,6,16,8,3,1,0,20,0,20,4
Tony Rölke,11,0,3,7,1,0,0,0,3,0,9,0
Filippo Romagna,40,8,29,11,0,0,0,0,30,0,29,0
Alessio Romagnoli,2107,306,1089,988,34,17,1,1,1087,2,1386,3
Simone Romagnoli,100,20,56,43,2,2,0,0,44,0,47,0
Leonardo Román,45,42,45,0,0,0,0,0,21,0,16,0
Cristian Romero,1923,299,976,849,111,17,22,13,1150,1,1226,9
Iván Romero,5,0,0,3,2,0,0,0,4,0,4,0
Luka Romero,112,2,14,50,48,7,10,2,84,2,91,21
Oriol Romeu,37,2,5,19,14,1,1,1,18,0,20,0
Oriol Romeu,1952,109,589,1119,259,28,24,20,1148,1,1318,16
Cristiano Ronaldo,220,8,25,91,106,32,9,4,94,3,167,33
Connor Ronan,4,0,0,3,1,0,1,1,1,0,3,1
Salomón Rondón,36,1,2,15,19,4,1,1,16,0,32,7
Valentin Rongier,2455,86,506,1464,505,41,45,29,1889,9,1709,72
Marten de Roon,2209,119,634,1232,354,21,10,4,1127,2,1389,23
Pablo Rosario,1227,71,357,693,184,16,19,7,940,0,885,42
Francesco Rossi,5,3,5,0,0,0,0,0,3,0,3,0
Tom Rothe,22,3,8,7,7,1,1,1,12,0,10,2
Joe Rothwell,538,19,131,309,105,5,23,16,285,2,319,12
Anthony Rouault,2451,369,1282,1113,69,33,10,3,1683,1,1513,6
Jérôme Roussillon,11,0,0,4,7,0,1,0,7,0,7,2
Jérôme Roussillon,551,26,142,222,193,13,28,11,250,4,271,42
Nicolò Rovella,1556,46,374,950,248,10,15,6,950,2,1134,19
Nicolò Rovella,29,0,4,17,9,0,2,2,21,0,24,2
Amir Rrahmani,2372,228,955,1327,102,29,6,3,1573,1,1768,5
Ruan,1136,191,681,431,28,13,4,3,601,0,660,3
Rubén,473,24,130,195,160,21,24,12,224,10,230,57
Antonio Rüdiger,1814,194,907,840,79,25,4,3,1216,0,1339,10
Sebastian Rudy,547,25,141,296,112,4,3,0,247,0,306,7
Daniele Rugani,325,61,204,112,9,4,1,1,187,0,213,0
Matteo Ruggeri,722,24,198,304,224,17,9,4,342,3,444,65
Mário Rui,1864,36,381,946,552,11,16,8,1101,2,1243,97
Aitor Ruibal,1062,44,338,468,278,24,67,35,559,8,597,70
Kays Ruiz,41,0,19,19,4,1,1,1,31,1,23,2
Fabián Ruiz Peña,1971,53,411,1161,410,41,30,18,1681,4,1580,86
Víctor Ruiz,315,50,180,128,8,4,0,0,167,1,183,0
Gerónimo Rulli,579,476,577,3,0,0,0,0,335,0,283,0
Alessandro Russo,55,47,55,0,0,0,0,0,33,0,33,0
Franco Russo,78,12,47,28,3,0,0,0,43,0,41,0
Georginio Rutter,124,4,13,47,65,20,25,9,76,3,86,21
Georginio Rutter,338,9,27,98,219,67,71,34,235,24,260,75
Julian Ryerson,627,29,176,246,215,12,38,18,292,4,293,32
Julian Ryerson,1162,39,313,548,311,12,47,17,646,6,723,69
Frederik Rønnow,1340,883,1318,23,0,0,0,0,861,0,727,0
José Sá,1277,1153,1271,7,0,0,2,2,731,0,585,0
Youssouf Sabaly,1179,83,388,521,284,16,39,19,619,3,671,64
Halid Šabanović,352,23,84,178,94,6,12,4,232,1,203,30
Abdelhamid Sabiri,618,15,64,304,257,31,39,14,363,5,423,54
Marcel Sabitzer,377,18,69,200,110,20,3,1,209,0,247,26
Marcel Sabitzer,548,10,88,323,141,9,3,1,312,0,368,19
Falaye Sacko,1503,135,519,692,315,29,36,17,962,6,820,70
Umar Sadiq,74,3,6,31,39,18,12,4,47,6,53,7
Umar Sadiq,26,1,2,9,15,2,3,2,16,1,21,6
Alexis Saelemaekers,836,13,105,337,407,50,72,31,503,15,568,143
Wesley Saïd,270,2,11,145,121,41,26,17,220,6,217,67
Allan Saint-Maximin,598,5,69,198,348,77,99,57,435,41,456,111
Théo Sainte-Luce,326,19,93,160,76,6,13,8,201,1,183,36
Samuel Sáiz,192,0,21,98,75,7,10,4,131,2,154,18
Bukayo Saka,1882,21,160,474,1270,237,161,61,1191,84,1361,520
Hamza Sakhi,1112,20,171,614,342,28,27,15,834,3,779,75
Mamadou Sakho,539,74,239,293,8,5,2,1,382,0,357,2
Jacopo Sala,57,2,14,28,16,2,3,0,32,0,34,3
Ibrahim Salah,154,2,24,59,75,5,18,13,121,1,109,27
Mohamed Salah,1634,4,83,539,1028,301,134,50,1107,87,1305,421
Amine Salama,484,6,51,232,215,48,56,22,360,16,351,94
Kike Salas,255,39,133,112,10,3,0,0,149,0,177,0
William Saliba,2056,174,905,1094,64,15,11,8,1323,1,1423,2
Dikeni-Rafid Salifou,0,0,0,0,0,0,0,0,0,0,0,0
Mohammed Salisu,1504,220,755,635,124,25,11,8,725,0,757,4
Roland Sallai,465,11,72,194,202,40,27,12,274,3,328,71
Yoann Salmier,1764,252,871,821,89,20,13,6,1235,3,1082,9
Salvi,254,4,31,81,145,18,9,3,139,3,162,51
Lazar Samardzic,1098,20,160,572,381,38,64,28,619,7,716,65
Diadie Samassékou,23,1,5,15,3,0,1,1,9,0,13,1
Mama Samba Baldé,1009,21,120,498,422,125,124,56,687,25,681,179
Brice Samba,1307,942,1291,18,0,0,1,1,987,0,712,0
Albert Sambi Lokonga,154,6,32,95,29,0,2,1,96,0,113,2
Albert Sambi Lokonga,325,22,109,170,47,2,5,1,172,0,211,2
Junior Sambia,504,21,114,221,172,13,29,10,258,6,301,38
Fede San Emeterio,834,64,251,498,91,8,5,2,392,1,436,11
Antonio Sanabria,946,11,49,457,450,117,41,23,496,11,730,139
Leandro Sanca,17,0,1,6,11,0,5,3,10,0,11,3
Oihan Sancet,1269,17,114,623,561,80,83,46,847,17,981,156
Renato Sanches,753,17,106,479,179,18,22,13,648,4,625,25
Alexis Sánchez,1234,7,69,513,663,145,82,43,950,20,961,232
Antonio Sánchez,602,18,150,279,187,16,26,12,349,2,342,56
Davinson Sánchez,719,99,364,310,46,10,6,2,406,0,473,4
Iván Sánchez,616,9,99,292,241,26,63,36,449,12,472,61
Javi Sánchez,1444,219,838,577,41,15,7,7,800,1,906,5
Manu Sánchez,1385,64,330,619,451,43,41,16,689,3,782,105
Robert Sánchez,826,692,822,4,0,0,0,0,523,0,480,0
Jadon Sancho,977,16,118,339,536,106,78,33,640,45,715,173
Alex Sandro,1455,118,521,750,196,13,28,19,763,3,901,25
Leroy Sané,1379,10,111,616,683,101,136,75,941,30,1134,198
Sidi Sané,10,1,1,4,5,0,1,0,5,0,6,0
Morgan Sanson,9,1,1,4,4,0,0,0,5,0,5,0
Morgan Sanson,843,11,115,479,265,36,46,17,641,12,585,70
Nicola Sansone,314,4,26,139,156,29,19,4,209,7,246,72
Baptiste Santamaria,1499,41,271,1023,218,16,17,9,1122,1,1024,21
Riccardo Saponara,606,12,66,235,317,61,42,18,409,16,470,125
Pablo Sarabia,450,9,68,189,199,22,12,2,267,4,312,54
Pablo Sarabia,225,1,40,91,94,15,5,1,181,0,178,37
Jeremy Sarmiento,100,0,13,39,48,10,11,6,69,1,77,20
Amin Sarr,203,3,13,96,97,20,14,4,144,5,138,47
Bouna Sarr,2,0,1,1,0,0,0,0,0,0,0,0
Malang Sarr,590,54,210,366,17,1,4,2,457,2,410,2
Mamadou Sarr,9,0,6,3,0,0,0,0,8,0,8,0
Mouhamadou Sarr,89,74,88,1,0,0,0,0,32,0,49,0
Martin Satriano,597,19,67,250,291,77,48,19,346,12,466,127
Téji Savanier,2067,41,289,1138,677,34,138,72,1493,4,1379,117
Esteban Saveljich,0,0,0,0,0,0,0,0,0,0,0,0
Stefan Savić,1317,166,647,636,35,6,5,4,777,1,892,6
Joe Scally,1373,84,456,663,263,20,28,11,704,1,804,60
Giorgio Scalvini,1762,124,687,861,226,32,26,12,917,6,1146,34
Gianluca Scamacca,272,5,13,135,127,38,14,6,143,3,203,48
Gustavo Scarpa,108,3,24,58,27,1,4,1,67,0,71,4
Kevin Schade,291,7,38,94,165,48,35,12,147,15,186,57
Kevin Schade,100,3,12,37,52,13,12,3,48,5,68,20
András Schäfer,391,15,90,189,125,14,32,9,203,4,212,18
Fabian Schär,2235,248,1101,938,213,73,13,4,1214,3,1341,32
Derry Scherhant,101,5,21,47,37,7,16,6,62,4,65,16
Patrik Schick,358,8,22,168,172,48,16,7,195,3,298,68
Kingsley Schindler,699,37,165,305,234,25,22,8,345,5,382,75
Xaver Schlager,1090,35,275,677,160,3,24,13,680,1,734,12
Keven Schlotterbeck,11,2,8,3,0,0,0,0,2,0,2,0
Keven Schlotterbeck,437,83,228,180,31,18,1,0,157,0,167,3
Nico Schlotterbeck,2173,202,988,1097,111,23,19,11,1342,1,1510,14
Jeffrey Schlupp,1193,63,281,640,293,48,56,30,602,11,707,67
Kasper Schmeichel,1258,1119,1253,5,0,0,0,0,860,0,604,0
Jonathan Schmid,34,2,8,15,11,2,1,1,10,1,18,6
Romano Schmid,948,17,139,495,325,34,47,16,540,7,661,84
Kenneth Schmidt,208,16,79,119,12,0,3,2,120,0,144,0
Niklas Schmidt,718,19,113,441,181,19,46,33,432,4,484,49
Benno Schmitz,1757,83,485,799,483,22,11,3,777,3,915,126
Jerdy Schouten,1807,81,492,1138,193,10,48,27,1033,1,1239,29
Perr Schuurs,1479,145,759,671,67,17,14,10,768,1,814,2
Marvin Schwäbe,1457,1025,1439,20,0,0,0,0,940,1,911,0
Alexander Schwolow,916,752,910,5,1,1,0,0,494,0,443,0
Manuel Sebastián,86,3,25,52,10,0,3,1,48,0,49,1
Demba Seck,238,2,22,107,117,27,30,16,164,12,185,42
Haris Seferović,284,8,23,140,124,30,16,8,159,9,200,44
Telasco Segovia,3,0,0,3,0,0,0,0,1,0,3,0
Jacopo Segre,12,0,4,8,0,0,0,0,8,0,7,0
Paul Seguin,417,7,81,187,150,11,14,7,219,1,250,28
Alidu Seidu,1646,109,710,805,158,3,61,31,1168,2,970,35
Davie Selke,108,7,14,49,47,12,4,1,54,2,82,22
Davie Selke,298,17,28,147,126,53,9,4,131,0,235,40
Matz Sels,1082,936,1076,8,0,0,0,0,685,0,432,0
Nélson Semedo,1858,139,589,837,451,29,73,33,998,5,1087,147
Vivaldo Semedo,11,1,1,4,7,2,0,0,10,0,10,3
Antoine Semenyo,102,8,24,43,39,5,6,3,58,4,64,11
Marvin Senaya,7,2,4,1,2,0,0,0,4,0,3,0
Marcos Senesi,1647,340,1037,568,57,16,13,8,929,1,983,3
Stefano Sensi,1442,22,276,880,299,11,29,11,903,2,1103,37
Jaime Seoane,155,4,26,82,47,2,5,2,84,1,94,7
Luigi Sepe,692,605,692,0,0,0,0,0,346,0,273,0
Suat Serdar,936,32,189,549,219,32,74,36,463,3,465,48
Leonardo Sernicola,1220,67,352,498,387,24,57,24,592,5,610,95
Ryan Sessegnon,493,29,157,170,168,27,11,5,233,5,270,64
Stephan El Shaarawy,1032,16,185,467,395,63,70,26,619,20,681,136
Eniss Shabani,7,0,2,4,1,0,0,0,6,0,6,0
Luke Shaw,2388,175,810,1124,475,22,39,14,1298,3,1459,76
Jonjo Shelvey,28,0,8,18,2,0,0,0,10,0,17,0
Jonjo Shelvey,345,23,102,209,35,1,4,4,178,0,214,0
Eldor Shomurodov,316,4,31,140,151,34,25,8,170,3,222,53
Eldor Shomurodov,53,1,4,16,34,11,4,1,34,2,43,15
Kaj Sierhuis,91,3,10,28,54,15,5,2,71,1,70,29
Vincent Sierro,485,16,100,296,92,6,8,6,343,2,313,13
Kiliann Sildillia,1306,67,337,706,271,18,27,12,650,2,693,47
André Silva,717,8,39,281,409,120,61,21,478,23,556,142
Bernardo Silva,1772,31,281,797,707,92,64,28,1115,29,1324,188
Caio Henrique Oliveira Silva,2218,105,621,1025,595,36,33,19,1413,9,1253,141
David Silva,1378,24,136,700,560,78,47,19,881,19,1045,121
Rui Silva,936,782,932,5,0,0,1,1,462,0,360,0
Thiago Silva,2302,348,1167,1081,58,24,4,3,1460,0,1674,2
Marco Silvestri,1267,1140,1267,0,0,0,0,0,625,0,544,0
Abdallah Sima,589,23,54,271,281,78,50,21,404,17,424,140
Mohamed Simakan,1301,89,434,668,211,28,31,12,768,2,869,72
Giovanni Simeone,194,4,16,87,92,25,15,7,144,3,159,34
Ellis Simms,84,1,2,36,47,11,2,2,37,2,65,19
